Project,Region,Year,SurveyDate,Location,MPA_Group,Type,Designation,Site,Dive,Line,Transect_ID,Habitat_Type,Lat,Lon,Depth (m),Cumulative_Dist (m),Cumulative_Area (m2),TC,Sec,Taxserial,CommonName,SpeciesName,Count,Unusable_Data,Field2
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Soft,36.57037636,-121.9901061,73.7,143.61,181.84,16:59:23,619117163,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57043973,-121.9901166,73,150.64,191.29,16:59:42,619117182,60,UI lobed sponge,Unidentified Porifera (lobed),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57043973,-121.9901166,73,150.64,191.29,16:59:42,619117182,157011,Red sea star,Mediaster aequalis,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57045651,-121.9901178,72.3,152.49,193.36,16:59:47,619117187,57,UI branched sponge,Unidentified Porifera (branched),6,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57045651,-121.9901178,72.3,152.49,193.36,16:59:47,619117187,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57047311,-121.9901194,72,154.33,195.28,16:59:52,619117192,60,UI lobed sponge,Unidentified Porifera (lobed),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57047311,-121.9901194,72,154.33,195.28,16:59:52,619117192,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57047311,-121.9901194,72,154.33,195.28,16:59:52,619117192,156992,Cookie star,Ceramaster patagonicus,3,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57047978,-121.9901199,72.3,155.06,195.93,16:59:54,619117194,719219,Short red gorgonian,Swiftia spauldingi,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57048312,-121.9901203,72.4,155.43,196.21,16:59:55,619117195,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57048646,-121.9901206,72.4,155.8,196.47,16:59:56,619117196,60,UI lobed sponge,Unidentified Porifera (lobed),4,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.5704963,-121.990122,72,156.89,197.59,16:59:59,619117199,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57049946,-121.9901225,72,157.24,198.13,17:00:00,619117200,156992,Cookie star,Ceramaster patagonicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57050262,-121.990123,71.9,157.59,198.67,17:00:01,619117201,719219,Short red gorgonian,Swiftia spauldingi,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57050262,-121.990123,71.9,157.59,198.67,17:00:01,619117201,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57050885,-121.9901242,71.9,158.27,199.62,17:00:03,619117203,157011,Red sea star,Mediaster aequalis,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57051815,-121.9901262,71.6,159.29,200.79,17:00:06,619117206,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57051815,-121.9901262,71.6,159.29,200.79,17:00:06,619117206,157152,UI Henricia,Unidentified Henricia sp.,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57052113,-121.9901268,71.5,159.62,201.17,17:00:07,619117207,156992,Cookie star,Ceramaster patagonicus,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57052411,-121.9901272,71.5,159.94,201.5,17:00:08,619117208,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57053259,-121.9901283,71.3,160.86,202.44,17:00:11,619117211,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.5705353,-121.9901287,71.2,161.16,202.77,17:00:12,619117212,60,UI lobed sponge,Unidentified Porifera (lobed),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57054045,-121.99013,71,161.73,203.5,17:00:14,619117214,57,UI branched sponge,Unidentified Porifera (branched),2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57054045,-121.99013,71,161.73,203.5,17:00:14,619117214,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.5705428,-121.9901303,71,161.99,204.03,17:00:15,619117215,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57054722,-121.9901309,71.1,162.46,204.94,17:00:17,619117217,27,UI boot sponge,Unidentified Porifera (boot),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.5705492,-121.990131,71.1,162.68,205.35,17:00:18,619117218,27,UI boot sponge,Unidentified Porifera (boot),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.5705492,-121.990131,71.1,162.68,205.35,17:00:18,619117218,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57055992,-121.9901305,71.6,163.85,207.19,17:00:25,619117225,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.5705611,-121.9901304,71.6,163.97,207.32,17:00:26,619117226,60,UI lobed sponge,Unidentified Porifera (lobed),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57056209,-121.9901302,71.7,164.08,207.46,17:00:27,619117227,57,UI branched sponge,Unidentified Porifera (branched),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57056209,-121.9901302,71.7,164.08,207.46,17:00:27,619117227,27,UI boot sponge,Unidentified Porifera (boot),3,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57056299,-121.9901301,71.7,164.17,207.62,17:00:28,619117228,57,UI branched sponge,Unidentified Porifera (branched),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.5705638,-121.99013,71.8,164.25,207.76,17:00:29,619117229,157011,Red sea star,Mediaster aequalis,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57056452,-121.9901299,71.9,164.32,207.88,17:00:30,619117230,27,UI boot sponge,Unidentified Porifera (boot),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57056515,-121.9901299,71.9,164.39,207.99,17:00:31,619117231,157011,Red sea star,Mediaster aequalis,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57056623,-121.9901295,72,164.51,208.2,17:00:33,619117233,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57056721,-121.9901289,72.3,164.62,208.41,17:00:35,619117235,27,UI boot sponge,Unidentified Porifera (boot),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57056721,-121.9901289,72.3,164.62,208.41,17:00:35,619117235,98478,Decorator crab,Loxorhynchus crispatus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57056757,-121.9901285,72.4,164.67,208.51,17:00:36,619117236,157011,Red sea star,Mediaster aequalis,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57057,-121.9901282,72.6,164.92,209.02,17:00:40,619117240,57,UI branched sponge,Unidentified Porifera (branched),3,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57057081,-121.9901283,72.7,165.01,209.2,17:00:41,619117241,719219,Short red gorgonian,Swiftia spauldingi,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57059619,-121.9901338,73.2,167.77,213.72,17:01:03,619117263,157152,UI Henricia,Unidentified Henricia sp.,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57059889,-121.9901335,73.2,168.05,214.11,17:01:06,619117266,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57060096,-121.9901331,73.1,168.27,214.41,17:01:08,619117268,60,UI lobed sponge,Unidentified Porifera (lobed),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57060484,-121.9901334,73,168.69,215.02,17:01:11,619117271,157011,Red sea star,Mediaster aequalis,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Soft,36.57061071,-121.9901347,72.9,169.33,216.15,17:01:14,619117274,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Soft,36.57062409,-121.9901387,72.6,170.83,218.63,17:01:19,619117279,157011,Red sea star,Mediaster aequalis,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Soft,36.57063114,-121.9901416,72.6,171.64,219.82,17:01:21,619117281,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57066046,-121.9901549,72.1,175.08,224.18,17:01:28,619117288,157011,Red sea star,Mediaster aequalis,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57066499,-121.9901572,72.1,175.62,224.92,17:01:29,619117289,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57066952,-121.9901595,72,176.15,225.6,17:01:30,619117290,157152,UI Henricia,Unidentified Henricia sp.,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57067866,-121.9901642,71.7,177.25,226.92,17:01:32,619117292,27,UI boot sponge,Unidentified Porifera (boot),2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57067866,-121.9901642,71.7,177.25,226.92,17:01:32,619117292,60,UI lobed sponge,Unidentified Porifera (lobed),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.5706831,-121.9901667,71.6,177.79,227.49,17:01:33,619117293,157011,Red sea star,Mediaster aequalis,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57069189,-121.9901717,71.4,178.85,228.65,17:01:35,619117295,60,UI lobed sponge,Unidentified Porifera (lobed),4,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57070901,-121.9901811,71.1,180.91,231.82,17:01:39,619117299,27,UI boot sponge,Unidentified Porifera (boot),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57072575,-121.9901891,71,182.89,235.5,17:01:43,619117303,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.5707377,-121.9901946,71.1,184.3,237.55,17:01:46,619117306,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57074846,-121.9901993,71.1,185.54,239.17,17:01:49,619117309,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Unusable,36.57075516,-121.9902024,71.1,0,0,17:01:51,619117311,157011,Red sea star,Mediaster aequalis,1,X,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Unusable,36.5707614,-121.9902053,71.1,0,0,17:01:53,619117313,98478,Decorator crab,Loxorhynchus crispatus,1,X,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Unusable,36.57076457,-121.9902066,71.1,0,0,17:01:54,619117314,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,X,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.5708165,-121.9902289,72.2,191.2,247.7,17:02:11,619117331,156992,Cookie star,Ceramaster patagonicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.5708204,-121.990231,72.2,191.67,248.04,17:02:12,619117332,60,UI lobed sponge,Unidentified Porifera (lobed),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57082456,-121.9902332,72.2,192.16,248.39,17:02:13,619117333,20,UI dead gorgonian,Unidentified dead Gorgonacea,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57082456,-121.9902332,72.2,192.16,248.39,17:02:13,619117333,60,UI lobed sponge,Unidentified Porifera (lobed),2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57082456,-121.9902332,72.2,192.16,248.39,17:02:13,619117333,222,UI branched bryozoan,Unidentified Bryozoa (branched),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57083362,-121.990238,72.3,193.24,249.86,17:02:15,619117335,156992,Cookie star,Ceramaster patagonicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Soft,36.57089309,-121.9902669,73.2,200.28,259.81,17:02:26,619117346,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Soft,36.57090875,-121.9902746,73.4,202.13,261.89,17:02:29,619117349,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Soft,36.57096969,-121.990306,73,209.36,269.85,17:02:48,619117368,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,4,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Soft,36.57098705,-121.9903126,73.1,211.3,272.67,17:03:04,619117384,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Soft,36.5709948,-121.9903129,73,212.14,273.92,17:03:11,619117391,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Soft,36.57100817,-121.9903162,72.9,213.6,276.54,17:03:19,619117399,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Soft,36.57101522,-121.9903177,72.9,214.38,277.93,17:03:22,619117402,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Soft,36.57109037,-121.990357,72.9,223.36,293.87,17:03:45,619117425,156866,Sand star,Luidia foliolata,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Soft,36.57109364,-121.9903596,72.8,223.79,294.62,17:03:46,619117426,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Soft,36.57111621,-121.9903742,72.9,226.58,299.57,17:03:52,619117432,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Soft,36.57112844,-121.9903813,72.9,228.06,302.03,17:03:55,619117435,157011,Red sea star,Mediaster aequalis,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Soft,36.57112844,-121.9903813,72.9,228.06,302.03,17:03:55,619117435,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Soft,36.57114999,-121.9903921,72.9,230.61,306.96,17:04:00,619117440,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Soft,36.57115895,-121.9903961,72.9,231.65,308.57,17:04:02,619117442,157011,Red sea star,Mediaster aequalis,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.5711679,-121.9903997,72.9,232.68,310.16,17:04:04,619117444,156992,Cookie star,Ceramaster patagonicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.5711679,-121.9903997,72.9,232.68,310.16,17:04:04,619117444,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57117242,-121.9904015,72.8,233.2,310.72,17:04:05,619117445,57,UI branched sponge,Unidentified Porifera (branched),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57117242,-121.9904015,72.8,233.2,310.72,17:04:05,619117445,567596,Spanish shawl nudibranch,Flabellina iodinea,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57117695,-121.9904033,72.7,233.72,311.23,17:04:06,619117446,157133,Bat star,Patiria miniata,2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57117695,-121.9904033,72.7,233.72,311.23,17:04:06,619117446,157152,UI Henricia,Unidentified Henricia sp.,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57118138,-121.9904052,72.6,234.24,311.73,17:04:07,619117447,156992,Cookie star,Ceramaster patagonicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57118979,-121.9904089,72.3,235.22,312.4,17:04:09,619117449,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57119368,-121.9904106,72.2,235.67,312.7,17:04:10,619117450,50925,California hydrocoral,Stylaster californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard_Mixed,36.57119739,-121.9904122,71.9,236.1,312.92,17:04:11,619117451,50925,California hydrocoral,Stylaster californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57121333,-121.99042,70.8,237.98,314.14,17:04:16,619117456,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57121595,-121.9904213,70.6,238.3,314.4,17:04:17,619117457,60,UI lobed sponge,Unidentified Porifera (lobed),2,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57122302,-121.9904253,70,239.15,315.2,17:04:20,619117460,60,UI lobed sponge,Unidentified Porifera (lobed),1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57122501,-121.9904268,69.8,239.4,315.45,17:04:21,619117461,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57122501,-121.9904268,69.8,239.4,315.45,17:04:21,619117461,719219,Short red gorgonian,Swiftia spauldingi,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57123018,-121.9904307,69.3,240.07,316.07,17:04:24,619117464,156992,Cookie star,Ceramaster patagonicus,1,,
CAMPA 2019,Central,2019,08/14/2019,Cypress Point,Point Lobos,Reference,Reference,PL11,34,1010,CAMPA 2019_34_1010,Hard,36.57123018,-121.9904307,69.3,240.07,316.07,17:04:24,619117464,60,UI lobed sponge,Unidentified Porifera (lobed),3,,
