,Year,Region,MPA_Group,Type,Designation,Acorn.barnacle,Aggregated.nipple.sponge,Basket.star,Bat.star,Bat.star.red.sea.star.complex,Benthic.siphonophore,Blood.star,Boot.sponge,Brown.box.crab,Brown.gorgonian,California.golden.gorgonian,California.hydrocoral,California.market.squid,California.mussel,California.sea.cucumber,California.spiny.lobster,Chesnut.cowrie,Clown.nudibranch,Colonial.cup.coral,Cookie.star,Crested.star,Crowned.sea.urchin,Cushion.star,Dawson.s.sun.star,Decorator.crab,Deep.sea.cucumber,Diamondback.Tritonia,Dirty.marshmallow.sponge,Dungeness.crab,East.Pacfic.red.octopus,Elephant.ear.tunicate,Encrusting.hydrocoral,Feather.star,Fish.eating.star,Fish.eating.anemone,Fish.eating.star.1,Fluted.bryozoan,Fragile.pink.urchin,Freckled.pale.sea.lemon,Frilled.anemone,Giant.keyhole.limpet,Giant.Pacific.octopus,Giant.rock.scallop,Giant.spined.star,Glassy.tunicate,Gorgonian.zoanthid,Gray.puffball.sponge,Gumboot.chiton,Leather.star,Long.legged.sunflower.star,Lophelia.complex,Mantis.shrimp,Mushroom.soft.coral,Noble.sea.lemon,Northern.staghorn.bryozoan,Ochre.star,Orange.gorgonian,Orange.puffball.sponge,Orange.sea.cucumber,Orange.sea.pen,Orange.peel.nudibranch,Painted.anemone,Pelagic.red.crab,Phosphorescent.sea.pen,Pink.Tritonia,Pisaster.complex,Pleurobranchaea.californica,Puget.Sound.king.crab,Purple.gorgonian,Purple.sea.urchin,Purple.red.urchin.complex,Rainbow.star,Red.gorgonian,Red.rock.crab,Red.sea.star,Red.sea.urchin,San.Diego.scallop,Sand.star,Sand.star.spiny.sand.star.complex,Sand.rose.anemone,Sand.rose.anemone.....,Sea.star,Sea.whip,Sheep.crab,Short.red.gorgonian,Short.spined.sea.star,Slipper.sea.cucumber,Solaster.sun.star.complex,Southern.staghorn.bryozoan,Spanish.shawl.nudibranch,Spiny.lithode.crab,Spiny.red.star,Spiny.sand.star,Spiny.thorny.star.complex,Spot.prawn,Stalked.tunicate,Stimpson.s.sun.star,Stubby.rose.anemone,Sunflower.star,Sunflower.star.complex,Swimming.anemone,Swimming.nudibranch,Thorny.sea.star,Trumpet.sponge,UI.anemone,UI.anemone.1,UI.anemone.2,UI.anemone.3,UI.anemone.4,UI.anemone.5,UI.anemone.6,UI.boot.sponge,UI.brachiopoda,UI.branched.bryozoan,UI.branched.sea.cucumber,UI.branched.sponge,UI.brittle.stars.,UI.Cancer.sp.,UI.carpet.worm,UI.crab,UI.feather.star,UI.gorgonian,UI.gray.gorgonian,UI.Henricia,UI.laced.sponge,UI.laced.lobed.bryozoan,UI.lobed.sponge,UI.lobed.sponge.tunicate,UI.nipple.sponge,UI.nudibranch,UI.octopus,UI.prawn,UI.red.Swiftia.gorgonian,UI.salp,UI.sand.dwelling.anemone,UI.scallop,UI.sea.pen,UI.sea.star,UI.squat.lobster,UI.tube.dwelling.anemone,UI.tubeworm,UI.tunicate,UI.vase.sponge,UI.whelk,UI.White.Branching.Sponge,UI.white.lobed.sponge,UI.White.slipped.sea.cucumber,UI.yellow.boot.sponge,UI.yellow.gorgonian,Warty.sea.cucumber,White.branched.sea.cucumber,White.sea.pen,White.sea.pen.....,White.sea.urchin,White.spine.sea.cucumber,White.plumed.anemone,White.spotted.rose.anemone
49,2015,South,Carrington Point,SMR,MPA,0,0,0,0.245937562,0.000979343,0,0,0,0,0,0,0.001591433,0,0,0.014690148,0.000122418,0,0,0,0,0,0,0,0,0.000122418,0,0,0.000489672,0,0,0,0,0,0,0.000734507,0,0,0,0,0,0,0,0,0.000367254,0,0,0.001836269,0,0.000979343,0,0,0,0,0,0,0,0,0.012486626,0,0,0,0,0,0,0,0,0,0,0,0.003182865,0,0,0.002081104,0,0.003427701,0.399939281,0,0.000122418,0,0.013833223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000122418,0,0,0,0,0,0,0,0,0.004039791,0,0.000856925,0,0.000122418,0,0,0,0,0,0.001346597,0,0,0,0.00061209,0.002081104,0,0,0,0,0,0,0,0,0.001346597,0,0.000244836,0,0,0,0,0,0,0,0,0,0,0,0.000489672,0,0,0,0,0.00465188
50,2011,North,Farallon Islands,Reference,Reference,0,0,0,0.086537121,0,0,0,0,0,0,0,0.00199112,0,0,0.094807926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000459489,0,0,0,0,0,0,0,0,0,0,0.002144283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002450609,0.031092098,0,0.066932251,0.000765815,0,0.001378467,0,0.002756935,0,0,0,0,0,0.00352275,0,0,0,0,0,0,0,0,0,0,0.000306326,0,0.001225304,0,0,0,0,0,0,0,0,0,0,0,0,0.002756935,0,0,0,0,0,0.000153163,0,0,0,0,0,0.006432848,0,0,0,0,0.005054381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073640793,0
51,2011,North,Farallon Islands,SMR/SMCA,MPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14297456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039790582,0,0,0,0,0,0,0,0,0.000104437,0,0,0.000313312,0,0.000835498,0,0,0,0,0,0.022245129,0,0,0.015561146,0,0.000522186,0,0,0,0,0,0,0,0,0,0.000731061,0,0.002610931,0.016709956,0,0.033419912,0.004073052,0,0.004490801,0,0.007623917,0,0,0,0,0,0.001566558,0,0,0.000104437,0,0,0,0,0,0,0,0.000313312,0,0.000731061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006161796,0,0,0,0,0,0.006370671,0,0,0,0,0.000208874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026735929,0
52,2015,North,Farallon Islands,Reference,Reference,0,0,0,0.040876591,0.000331432,0,0,0,0,0,0,0.2476569,0,0,0.21786118,0,0,0,0,0.012042023,0,0,0.001436205,0,0.000552386,0,0,0,0,0,0,0,0,0.000552386,0.05225575,0,0,0,0,0,0,0.000110477,0.000110477,0.001436205,0,0,0.004640045,0,0.006407682,0,0,0,0,0,0,0.000110477,0,0.006960068,0.000331432,0.000110477,0,0.000220955,0,0,0,0,0,0,0,0.447543428,0,0.000441909,0,0.000110477,0.05545959,0.086061795,0,0.000110477,0,0.001104773,0,0,0.000331432,0,0.034910818,0,0.001878114,0,0,0,0,0,0,0.000552386,0,0,0,0,0,0,0.000331432,0,0.001657159,0,0.000441909,0,0,0,0,0,0,0.002540977,0,0.110212126,0,0.000441909,0,0.000110477,0,0.000220955,0,0,0,0.014052709,0,0,0,0.087774192,0.004529568,0.000220955,0,0,0,0,0,0,0,0.001767636,0,0,0.000110477,0,0.001657159,0,0,0,0,0,0,0,0.000110477,0.005413386,0,0,0,0.060121731,0.050852688
53,2015,North,Farallon Islands,SMCA,MPA,0,0,0.000247273,0.003709098,0,0,0,0,0.008160015,0,0,0,0,0,0.089512897,0,0,0,0,0.001730912,0,0,0.000247273,0,0,0,0,0,0,0,0,0,0,0.000247273,0.000989093,0,0,0,0,0.000247273,0,0.000247273,0,0,0,0,0,0,0.000247273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000247273,0,0,0.00074182,0,0,0,0,0,0,0,0.022007314,0,0,0.001236366,0,0.000247273,0,0,0.000494546,0,0.001730912,0,0,0,0,0,0,0,0,0.000494546,0,0,0,0,0,0,0,0,0,0,0,0.00074182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004698191,0,0,0,0,0.000247273,0,0,0,0,0,0,0,0,0.001483639,0,0.000247273,0.000494546,0,0,0,0,0,0,0,0,0,0,0.004203644,0,0,0.00074182,0.437648828,0
54,2015,North,Farallon Islands,SMR/SMCA,MPA,0.005225122,0,0,0.143240404,0.004684592,0,0,0,0,0,0,0.006846711,0,0,0.236211535,0,0,0,0,0.000180177,0,0,0.000180177,0,0,0,0,0,0,0,0,0,0,0,0.055674572,0,0,0,0,0,0,0.000180177,0.000180177,0,0,0,0.001801766,0,0.007387241,0,0,0,0,0,0,0,0,0.014053776,0.00054053,0,0,0,0,0,0,0.000180177,0,0.000180177,0,0.37235298,0,0.000180177,0,0,0.015675365,0.627230812,0,0.000360353,0,0.005765651,0,0,0,0,0.043458598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000180177,0,0.000180177,0,0,0,0,0,0,0,0,0.02488239,0,0.003963885,0,0,0.000180177,0.000360353,0,0,0,0.006486358,0,0,0,0.016396071,0.000900883,0.000900883,0,0,0,0,0.000180177,0.000360353,0,0.002522473,0,0,0.000180177,0,0.000180177,0,0,0,0,0,0,0,0,0,0,0,0,0.036071357,0.13688017
55,2019,North,Farallon Islands,Reference,Reference,0.014019514,0,0.000149144,0.081580148,0,0,0,0,0,0,0,1.244275117,0,0.006264038,0.893969223,0,0,0,0,0.264874853,0,0,0.000745719,0,0.000298288,0,0,0,0,0,0,0,0,0.002237156,0.092916566,0,0,0,0,0,0,0,0.006264038,0.001342294,0,0,0.002088013,0,0.012975508,0,0,0,0,0.000745719,0.003877738,0,0,0.010440064,0.001491438,0,0.000149144,0,0,0,0,0,0,0.000447431,0,0.270103834,0,0.010887495,0.000298288,0,0.149292909,0.182665318,0,0.001938869,0,0.005369176,0,0,0,0.000149144,0.298816992,0,0.066521102,0,0,0.01029092,0,0,0.000149144,0,0,0,0,0,0,0,0,0,0.001044006,0,0.000149144,0,0,0,0,0,0,0.007158901,0,0.059362202,0.000894863,0.013124651,0,0,0,0,0,0,0,0.03564536,0,0,0.796746876,0,0.017002389,0.000596575,0,0.000149144,0,0,0.000298288,0,0.000298288,0.001640581,0,0,0.000596575,0,0,0,0,0,0,0,0,0,0.000298288,0.000149144,0,0,0,0.057266732,0.133330052
56,2019,North,Farallon Islands,SMCA,MPA,0,0,0.002010768,0.003518843,0,0,0,0,0,0,0,0,0,0,0.796233832,0,0,0,0,0.154326418,0,0,0.000502692,0,0,0,0,0,0,0,0,0,0,0.007037687,0.005529611,0,0,0.000502692,0,0,0,0,0.000502692,0,0,0,0,0,0.001005384,0,0,0,0,0,0,0,0,0.007540379,0,0.001005384,0,0,0,0,0,0,0,0,0,0,0,0.002010768,0,0,0.136229509,0,0,0.01306999,0,0.001508076,0,0,0,0,0.137234893,0,0.000502692,0,0,0.001508076,0,0,0.002010768,0,0,0,0,0,0,0,0.000502692,0,0.000502692,0,0.002010768,0,0,0,0,0,0,0,0,0.106575713,0.001508076,0.109084146,0,0,0,0,0,0,0,0.034685742,0,0,0.046750348,0,0,0.000502692,0,0,0,0,0.000502692,0.001005384,0.000502692,0.002010768,0,0.001508076,0.005026919,0,0,0.001005384,0,0,0,0,0,0,0.000502692,0.016588833,0,1.602209834,0,0.164375229,0
57,2019,North,Farallon Islands,SMR/SMCA,MPA,0,0,0,0.219020095,0,0,0,0,0,0,0,0.324984103,0,0,0.995515303,0,0,0,0,0.003364364,0,0,0,0,0.000336436,0,0,0,0,0,0,0,0,0.001009309,0.142312597,0,0,0,0,0,0,0,0.006055855,0.000672873,0,0,0.002018618,0,0.018167566,0,0,0,0,0.001682182,0.386447669,0,0,0.014466765,0.009756656,0.004037237,0,0,0,0,0,0,0,0,0,0.037008004,0,0.009756656,0,0,0.036335131,0.421871057,0,0.004037237,0,0.007401601,0,0,0,0,0.045418914,0,0.077380372,0,0,0.00841091,0,0,0,0.000336436,0,0,0,0,0,0,0,0,0.000336436,0,0.002018618,0,0,0,0,0,0,0,0,1.844229948,0.005382982,0.071324516,0,0,0,0,0,0,0,0.057867061,0,0,0.115397685,0,0.018840438,0.000336436,0,0.000336436,0,0,0.000672873,0.001345746,0.000336436,0.002691491,0,0.000672873,0.002018618,0.000672873,0,0.000336436,0,0,0,0,0,0,0.032297894,0,0,0,0,0.04070544,0.136300478
58,2014,South,Farnsworth,Reference,Reference,0,0,0,0.010968378,0,0,0,0,0,0.004578106,0.002765939,0,0,0,0.008583948,0,0,0,0,0,0,0,0,0,0,0,0.000286132,0,0,9.54E-05,0,0,0,0,0,0,0,0,0,9.54E-05,0,9.54E-05,0,0,0,0.019743081,0,0,0,0,0,0,0,0,0,0,0.449207543,0.000190754,0,0.002289053,0,0,0,0.013352808,0,0,0,0,0.10939765,0,0,0.003815088,0.014211203,0,0.011636019,0,0,0.000953772,0,9.54E-05,0,0,0.030616082,0,0,9.54E-05,0,0,0,0,0,0,0.000190754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002956693,0.181817559,0,0,0.000476886,0,9.54E-05,0,0,0.00171679,0.0054365,9.54E-05,0.004005842,0,0,0,0.000286132,0,0,0,0,0,0,0,0,0,0.000572263,0,0,0.000763018,0,0.006771781,0.000381509,0,0,0,0,9.54E-05,0.000286132,0,0.015069598,0,3.342017139,0,0,0
59,2014,South,Farnsworth,SMCA,MPA,0,0,0,0.045658707,0,0.000133583,0,0,0,0.000267166,0,0.000667916,0,0,0.097782836,0,0,0,0,0,0,0.001335831,0,0,0,0,0.000133583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000400749,0,0.006278406,0,0,0,0,0,0,0,0,0,0,0.264628139,0,0,0.001602997,0,0,0,0.012156063,0,0,0,0,0.054769075,0,0,0.000267166,0.012957562,0,0.018968801,0,0,0.000133583,0,0,0,0,0.063451977,0,0,0,0.000267166,0,0.000133583,0,0,0,0.000133583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001202248,0,0,0,0,0,0.000133583,0,0,0.000267166,0.002538079,0.000133583,0.003606744,0,0,0,0.000133583,0,0,0.000267166,0,0.000400749,0,0,0,0,0.001870164,0,0,0.000133583,0,0.000133583,0.000133583,0,0,0,0,0.002270913,0.003606744,0,0.019102385,0,2.280664419,0,0,0
60,2005,South,Gull Island,Reference,Reference,0,0,0,0.141220735,0.005055775,0,0,0,0,0,0,0,0,0,0.001352126,5.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000235152,0,0,0,0,0,0,0,5.88E-05,0.004173954,0,0,5.88E-05,0,0.001116974,0,0,0,0,0,0,0,0,0.002116371,0,0,0,0,0,0,0,0.001646066,0,0,0.00152849,0.000176364,0,0.000117576,0.005467292,5.88E-05,0.001646066,0.038041769,0,0.000646669,0,0.018577034,0,0,0.04548434,0,0,5.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.004996987,0,0,0,0,0,0.000764245,0,0,0,0,0,0,0,0,0.0131215,0,0,0,0,0,5.88E-05,0,0.000117576,0,0.000352729,0,0,0,0.000235152,0.000529093,0,0,0,0,0,0.000705457,0,0,0.002057583,0,0,0,0,0,5.88E-05,0,0,0,0,0,0.000411517,0,0.001940007,0,0,0,0,0
61,2005,South,Gull Island,SMR,MPA,0,0,0,0.067206273,0.005633122,0,0,0,0,0,0,0,0,0,0.003285988,0,0,0,0,0.000117357,0,0,0,0,3.91E-05,0,0,0.004068366,0,0,3.91E-05,0,0,3.91E-05,0,0,0,0,0,0,0,0,3.91E-05,0.000391189,0,3.91E-05,0.000195595,0,0.000195595,0,0,7.82E-05,0,0,0,0,0.000156476,3.91E-05,0,0,0,0,0,0,0,3.91E-05,0,0,0.007432591,0,0.000508546,0,0.012165978,0,0.050072194,0,0,0.000430308,0,0.000195595,0,0,0.131087439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002073302,3.91E-05,0,0,0,0,0,0,0,0,0,0,0,0.000665021,0,0.000821497,0,0.015948776,0,0.000117357,0,0,0,3.91E-05,0,0.0049681,0,0,0,0.00105621,0,3.91E-05,0,0,0,0,0,0,0,0.000508546,0,0,0,0,0,7.82E-05,0,0,0,0,0,0,0,0.170245459,0,0.001642994,0,0,0
62,2006,South,Gull Island,Reference,Reference,0,0,0,0.168976162,0.00296885,0,0,0,0,0,0,0,0,0,0.006909324,0,0,0,0,0,0,0,0,0,0,0,0,5.40E-05,0,0,0,0,0,5.40E-05,0.000161937,0,0,0,0,0,5.40E-05,0,5.40E-05,0.00599168,0,0,0.000107958,0,0.001889268,0,0,0,0,0,0,0,5.40E-05,0.001997227,0,5.40E-05,0,0,0,0,0,0.003184767,0,0,0.000269895,0,0,0.000161937,0.008528697,0,0.001835289,0.034686967,0,0.007880948,0,0.02450651,0,0,0.062745301,0.000107958,0,0.000431833,0,0,0,0,0,0,0,0,0,0,0,0,0.006261575,0,0,0,0,0,0.000215916,0,0,0,0,0,0,0,0,0.008248006,0,0,0,0,0,0,0,0.000107958,0,0.000323875,0,0.000809686,0,0.000809686,0.001565394,0,0,0,0,0,0.000107958,0,0,0.001673352,0,0.002137572,0,0,0,5.40E-05,0,0,0,0,0,0.004534244,0,0.014973801,0,0,0,0,0
63,2006,South,Gull Island,SMR,MPA,0,0,0,0.082282944,0.004226166,0,0,0,0,0,0,0,0,0,0.008044991,0,0,0,0,0,0,0,0,0,0,0,0,0.00478626,0,0,0,0,0,5.09E-05,5.09E-05,0,0,0,0,0,0,0,0,0.000509177,0,0,0,0,0.000458259,0,0,0,0,0,0,0,0.000254588,0,0,0.000101835,0,0,0,0,0,0,0,0,0.004175248,0,0,0,0.016089982,0,0.010845462,0,0,0.000254588,0,0.000458259,0,0,0.046090669,0.000101835,0,5.09E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.001782118,0,0,0,0,0,0,0,0,0,0,0,0,0.001415511,0,0.000458259,0,0.026268423,0,0,0,0,0,5.09E-05,0,0.004531672,0,0,0,0.006405442,0.000611012,0,0,0,0,0,0,0,0,0.000407341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145385205,0,0.006868793,0,0,0
64,2007,South,Gull Island,Reference,Reference,0,0,0,0.114342952,0.000480988,0,0,0,0,0,0,0,0,0,0.007395196,0,0,0,0,0,0,0,0,0,0,0,0,0.000240494,0,0,0,0,0,0,0.000120247,0,0,0,0,0,0,0,0,0.002705559,0,0,0,0,0.001262594,0,0,0,0,0,0,0,0,0.009980508,0,6.01E-05,0,0,0,0,0,0.000901853,0,0,0.000781606,0,0,0.000120247,0.005290872,0,0.011964585,0.018626273,0,0.007250899,0,0.032292354,0,0,0.035394729,0,0,0.000240494,0,0,0,0,0,0,0,0,0,0,0,0,0.006553466,0,0,0,0,0,6.01E-05,0,0,0,0,0,0,0,0,0.010401373,0,0,0,0,0,0,0,0,0,0.000420865,0,0.000300618,0.000480988,0.000180371,0.000961977,0,0,0,0,0,0,0,0,0.000541112,0,6.01E-05,0,0,0,0,0,0,0,0,0,0.000360741,0,0.081395251,0,0,0,6.01E-05,0
65,2007,South,Gull Island,SMR,MPA,0,0,0,0.052379653,0.001425368,0,0,0,0,0,0,0,0,0,0.007865922,0,0,0,0,0,0,0,0,0,0,0,0,0.004012148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000475123,0,0.000105583,0,0,0.000316749,0,0,0,0,0,0,0,0.000580706,0,0,5.28E-05,0,0,0,0.00036954,0,0.000158374,0,0,0.005384725,0,0,5.28E-05,0.015573471,0,0.029035284,0,0,0.000316749,0,0.000211166,0,0,0.074330328,0,0,5.28E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.002745154,0,0,0,0,0,5.28E-05,0,0,0,0,0,0,0.001372577,0,0.001583743,0,0.029167263,0,5.28E-05,0,0,0,0.000263957,0,0.001214203,0,0,0.016544833,0.001003037,0.000580706,0,0,0,0,0,0,0,0,0.000263957,0,0,0,0,0,0,0,0,0,0,0,0.00036954,0,0.169207078,0,0.022589451,0,0,0
66,2008,South,Gull Island,Reference,Reference,0,0,0,0.097778982,0,0,0,0,0,0,0,0,0,0,0.004560062,0,0,0,0,0,0,0,0,0,0,0,0,0.000124933,0,0,0,0,0,0,0.0001874,0,0,0,0,0,0,0,0,0.001873998,0,0,0.0001874,0,0.000749599,0,0,0,0,0,0,0,0,0.002748531,0,0.0003748,0,0,0,6.25E-05,0,0.003248264,0,0,0.000749599,0,0,0,0.008308059,0,0.001124399,0.037448732,0,0.018596309,0.0001874,0.028615953,0,0,0.014398553,0,0,0.000124933,0,0,0,0,0,0,0,0,0,0.000124933,0,0,0.012993054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032189043,0,0,0,0,0,0,0,0,0,0.000249866,0,0.002186331,0.001561665,0.0001874,0.000499733,0,0,0,0,0,6.25E-05,0,0,0.000499733,0,0,0,0,0,0,0,0,0,0,0,0.0001874,0,0.012580775,0,0,0,0,0
67,2008,South,Gull Island,SMR,MPA,0,0,0,0.043570985,0.000556225,0,0,0,0,0,0,0,0,0,0.007740803,0,0,0,0,0,0,0,4.64E-05,0,0,0,0,0.002503014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.27E-05,0,0,0.000139056,0,9.27E-05,0,0,0,0,0,0,0,0.000324465,4.64E-05,0,0,0,0,0,0,0,4.64E-05,0,0,0.004635211,0,0,0,0.015110789,0,0.021878197,0,0,9.27E-05,0,0.000602577,0,0,0.110007467,0,0,4.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000602577,0,0,0,0,0,0,0,0,0,0,0,0,0.001390563,0,0.015602121,0,0.030824154,0,0,0,0,0,9.27E-05,0,0.001066099,0,9.27E-05,0.01228331,0.00241031,0.000927042,0,0,0,0,0,0,0,0,0.000278113,0,4.64E-05,0,0,0,0,0,0,0,0,0,0,0,0.136094436,0,0.006257535,0,4.64E-05,0
68,2009,South,Gull Island,Reference,Reference,0,0,0,0.150990783,0,0,0,0,0,0,0,0,0,0,0.006251211,0,0,0,0,0,0,0.007693798,0,0,0,0,0,0.000274778,0,0,0,0,0,0,6.87E-05,0,0,0,0,0,0,0,6.87E-05,0.001030419,0,0,0.001236503,0,0.000824335,0,0,0,0,0,0,0,0,0.015112817,0,0.000412168,0,0,0,0,0,0.001030419,0,0,6.87E-05,0,0,6.87E-05,0.011265918,0,0.012090254,0.027484719,0,0.02747098,0,0.025348316,0,0,0.008655523,0,0,0,0,0,0,0,0,0,0,0,0,0.000618252,0,0,0.022325753,0,0,0,0,0,6.87E-05,0,0,0,0,0,0,0,0,0.042831098,0,0.000206084,0,0.000137389,0,0,0,0,0,0.000274778,0,0.013189368,0.003503426,0.000686946,0.001854755,0,0,0,0,6.87E-05,0.000137389,0,0,0.000206084,0,0.000137389,0,0,0,0,0,0,0,0,0,0.001373892,0,0.04126486,0,0,0,0,0.000343473
69,2009,South,Gull Island,SMR,MPA,0,0,0,0.070655925,0.001835988,0,0,0,0,0,0,5.92E-05,0,0,0.011548957,0,0,0,0,0.000177676,0,0,5.92E-05,0,0,0,0,0.002250566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118451,5.92E-05,0,0.000118451,0,0,0,0,0,0,0,0,0.003612751,0,0,0,0.012200436,0,0.03245553,0,0,0.000592254,0,0.000296127,0,0,0.147820723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001658312,0,0,0,0,0,0,0,0,0,0,0,0,5.92E-05,0,0.014693826,0,0.014439157,0,5.92E-05,0,0,0,0,0,0.00207289,0,0.001835988,0.012437338,0,0.000355353,0,0,0,0,0,0,0,0,0.000473803,0,0,0,0,0,0.000177676,0,0,0,0,0,0,0,0.236273886,0,0.000236902,0,0,0
70,2014,South,Gull Island,Reference,Reference,0,0,0,0.176576933,0.001218108,0,0,0,0,0,0,0,0,0,0.005197261,0,0,0,0,8.12E-05,0,0,0,0,0,0,0,0.000243622,0,0,0,0,0,0,0.000649658,0,0,0,0,0,0,0,0,0.000162414,0,0,0.001867766,0,0.002355009,0,0,0,0,0,0,0,0,0.021438701,0,0.000406036,0,0,0,0.000730865,0,0,0,0,0.001299315,0.000812072,0.008526756,0,0.015023332,0,0.003085874,0.105439427,0,0.000324829,0,0.035162717,0,0,0.144987333,0.000162414,0,0,0,0,0,0,0,0,0,0,0,8.12E-05,0,0,0,0,0,0,0,0,0.000974486,0,0,0,0,0,0,0,0,0.000730865,0,8.12E-05,0,0.000162414,0,0,0,0.000162414,0,0.00056845,0,0,0,0.000162414,0.00406036,0,0,0,0,8.12E-05,0.000162414,0,0,0.000487243,0,0,0,0,8.12E-05,0,0,0,0,0,0,8.12E-05,0,0.037598933,0,0.573095445,0,0,0.00609054
71,2014,South,Gull Island,SMR,MPA,0,0,0,0.098161649,0.007413607,0,0,0,0,0,0,6.86E-05,0,0,0.02025013,0,0,0,0,0.008580564,0,0,0,0,0,0,0,0.00137289,0,6.86E-05,0,0,0,6.86E-05,0,0,0,0,0,0,0,0,0.000274578,6.86E-05,0,0,0.000549156,0,0.00212798,0,0,0,0,0,0,0,0.001578824,0.001304246,0,0.000205934,0,0,0,0,0,0,0,0,0.00775683,0.000961023,0,6.86E-05,0.021828954,6.86E-05,0.055670697,0,0,0.000343223,0.000343223,0.001166957,0,0,0.036793457,6.86E-05,0,0,0.002265269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001647468,0,0.009823029,0,0.030615451,0,6.86E-05,0,0,0,6.86E-05,0,0.008992431,0,0,0,0.000961023,0.000411867,0,6.86E-05,0,0,0,0,0,0,0.001647468,0,0,0,0,6.86E-05,0.000617801,0,0,0,6.86E-05,0,0,0,0.153042934,0,1.357994336,0,0,0
72,2015,South,Gull Island,Reference,Reference,0,0,0,0.160769626,0.001292476,0,0,0,0,0,0,0,0,0,0.007898463,0,0,0,0,0,0,0,0,0,7.18E-05,0,0,0.000861651,0,0,0,0,0,0,0.000143608,0,0,0,0,0,7.18E-05,0,0.000143608,0.000287217,0,0,0.002082322,0,0.002943973,0,0,0,0,0,0,0,7.18E-05,0.026639362,7.18E-05,7.18E-05,0,0,0,7.18E-05,0,0,0,0,0.001148867,0.057436188,0,0,0.01500708,0,0.002082322,0.5324713,0,0.000646238,0,0.006462379,0.038630665,0,0.010627023,0.000502629,0,0,0,0,0,0,0,0,7.18E-05,0,0,0.000287217,0,0,0,0,0,0,0,0,0.000502629,0,0,0,0,0,0,0,0,0.017154026,0,0.00136428,0,7.18E-05,0,0,0,0.000359021,0,0.001005259,0,0,0,0.000215413,0.00409284,0,0,0,0,0,0.000430825,7.18E-05,0,0.000861651,0,0.006462379,0,0,0,0.000502629,0,0,0,0,0,0.003015777,0,0.063180524,0,0.094566145,0,7.18E-05,0.001436084
73,2015,South,Gull Island,SMR,MPA,0,0,0,0.066685461,0.007586587,0,0,0,0,0,0,0,0,0,0.027222459,0,0,0,0,0.005482743,0,0,0.000191258,0,0,0,0,0.004908968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000318764,0,0,0.000127506,0.000127506,0,0.001785079,0,0,6.38E-05,0,0,0,0,0.002103843,0.000510023,0.000191258,0,0,0,0,6.38E-05,0,0,0,0,0.008861643,0.000255011,0,0,0.0202734,0,0.071403171,0,0,0.000701281,0,0.000318764,0.000637528,0,0.004908968,0,0,0,0.000318764,0,0,0,0,0,6.38E-05,0,0,0,0,0,0,0,0,0,0,0,6.38E-05,0,0,0,0,0,0,0.000573775,0,6.38E-05,0,0.00427144,0,0,0,0,0,0.000191258,0,0.005163979,0,0,0,0.000318764,0.000255011,0,0,0,0,0,0,0,0,0.001020045,0,6.38E-05,0,0,0.000510023,0.000191258,0,0,0,0,0,0,6.38E-05,0.060813825,0,0.994505909,0,0,0
